coin,r2_lasso,r2_ridge,mse_lasso,mse_ridge,mean_actual_return,std_actual_return,realized_sharpe
SGBUSD_720.parquet,0.027797715114348476,-0.5455979008434177,0.0005832939849567731,0.0009273152025453404,0.0019570695848653316,0.02541895966199889,0.07699251310395415
SHIBUSD_720.parquet,-0.05028696389334897,-0.6011856144814767,0.0014285693004685073,0.0021778853702237454,0.014120952631557727,0.038272692020830744,0.36895634683528644
SNXUSD_720.parquet,-0.06711538704106723,-0.043441141895944835,0.0032093775876199777,0.003138176672803019,0.016145746439223986,0.056911110275984146,0.28370113253680995
SOLUSD_720.parquet,-0.21516249721725988,-0.026037793660498076,0.000647404427226018,0.0005466441003883764,0.000634656174446471,0.023953169919979558,0.026495707105434026
SRMUSD_720.parquet,-0.12721784956338178,-0.5273126200559477,0.0010603384437673923,0.001436695033993393,0.005563693330648697,0.0318280965512195,0.17480446314768777
STXUSD_720.parquet,-0.06576557098276536,-0.5550082163501389,0.0008085433211232004,0.0011797073782954255,0.010950625125883606,0.028583351200283488,0.3831120098253209
SUSHIUSD_720.parquet,0.017727999461572996,-0.32218741302066367,0.0011001724324655815,0.001480887311825002,0.01371199527469715,0.034730164353509355,0.3948151565056329
TRXUSD_720.parquet,-0.06770675322671593,-0.4463424859500853,0.00011005441935853476,0.00014908249105268794,0.00456471024015203,0.010535862405828926,0.4332545418993533
UNIUSD_720.parquet,0.006356919984838227,-0.008183095850637923,0.0005236812453600985,0.0005313442923368473,0.004312294888788877,0.023823778680282338,0.18100801500300756
XCNUSD_720.parquet,-0.3908162429064672,-0.5857713869960195,0.0002963898317947248,0.0003379357388539255,0.0014208683441856921,0.015149179615509347,0.09379176828367941
XDGUSD_720.parquet,-0.046231525722796096,-1.039840290892804,0.000379302276060178,0.0007395266211275455,4.9881562412403486e-05,0.019759282249057417,0.002524462264553309
XLMUSD_720.parquet,-0.013362784617798384,-0.3956650963442425,0.00020776146137039482,0.0002861417691685772,0.001838465367193256,0.014859095088803856,0.12372660355195632
XMRUSD_720.parquet,-0.9940986787166148,-1.2872970141714606,0.0004479375866226302,0.0005137991992836154,-0.004460929617610693,0.015553487042255116,-0.28681218594205987
XRPUSD_720.parquet,-0.050339540655117476,-0.11728647054919916,0.00016734112377663458,0.00017800717418056745,-0.00020053002752135293,0.013098718975419546,-0.015309132740205999
XTZUSD_720.parquet,0.023073220626575575,-0.5199127814899911,0.0005643092974553429,0.0008779582380433057,0.011154913496044225,0.024941348874846628,0.4472457986141225
YFIUSD_720.parquet,0.0018707319073716366,-0.5170727690053427,0.000682866287648026,0.00103789948153935,0.0070445462909334315,0.027143558498222576,0.2595292099005635
ZECUSD_720.parquet,-0.11058012390471372,-0.2772275344246147,0.0006929449234359586,0.0007969243434146842,0.002596551027810823,0.025921895297035268,0.10016825537088699
